1	1104	416	4
1	1120	416	4
1	1136	416	4
1	1152	416	4
1	1168	416	4
1	1184	416	4
1	1200	416	4
1	1216	416	4
1	1232	416	4
1	1248	416	4
1	1264	416	4
1	1280	416	4
1	1296	416	4
1	1312	416	4
1	1328	416	4
1	1344	416	4
1	1360	416	4
1	1376	416	4
1	1392	416	4
1	1408	416	4
1	1424	416	4
1	1440	416	4
1	1456	416	4
1	1472	416	4
1	1488	416	4
1	1504	416	4
1	1520	416	4
1	1536	416	4
#TOP-WOOD at BOSS
1	1664	448	4
1	1680	448	4
1	1696	448	4
1	1712	448	4
1	1728	448	4
1	1744	448	4
1	1760	448	4
1	1776	448	4
1	1792	448	4
1	1808	448	4
1	1824	448	4
1	1840	448	4
1	1856	448	4
1	1872	448	4
1	1888	448	4
1	1904	448	4
1	1920	448	4
1	1936	448	4
1	1952	448	4
1	1968	448	4
1	1984	448	4
1	2000	448	4
1	2016	448	4
#JUMP-TO-THE-FLAG BRICKS
#left
1	864	688	4
1	848	688	4

1	816	608	4
1	800	608	4

1	864	544	4
1	848	544	4

#right
1	1664	528	4
1	1680	528	4
1	1712	592	4
1	1728	592	4
1	1680	656	4
1	1696	656	4
1	1712	656	4
1	928	624	4
1	944	624	4
1	960	624	4
1	976	624	4
1	992	624	4
1	1008	624	4
1	1024	624	4
1	1040	624	4
1	1056	624	4
1	1072	624	4
1	1088	624	4
1	1104	624	4
1	1120	624	4
1	1136	624	4
1	1152	624	4
1	1168	624	4
1	1184	624	4
1	1200	624	4
1	1216	624	4
1	1264	624	4
1	1280	624	4
1	1296	624	4
1	1312	624	4
1	1328	624	4
1	1344	624	4
1	1360	624	4
1	1376	624	4
1	1392	624	4
1	1408	624	4
1	1424	624	4
1	1440	624	4
1	1456	624	4
1	1472	624	4
1	1488	624	4
1	1504	624	4
1	1520	624	4
1	1536	624	4
1	1504	640	4
1	1520	640	4
1	1536	640	4
1	1552	640	4
1	1568	640	4
1	1584	640	4
1	800	480	4
1	784	480	4
1	768	480	4
1	752	480	4
1	800	496	4
1	784	496	4
1	768	496	4
1	752	496	4
1	1248	496	4
1	1264	496	4
1	1280	496	4
1	1296	496	4
1	1312	496	4
1	1328	496	4
1	1248	512	4
1	1264	512	4
1	1280	512	4
1	1296	512	4
1	1312	512	4
1	1328	512	4
1	1024	16	4
1	1040	16	4
1	1056	16	4
1	1072	16	4
1	1088	16	4
1	1104	16	4
1	1120	16	4
1	1136	16	4
1	1152	16	4
1	1168	16	4
1	1184	16	4
1	1200	16	4
1	1216	16	4
1	1232	16	4
1	1248	16	4
1	1264	16	4
1	1280	16	4
1	1296	16	4
1	1312	16	4
1	1328	16	4
1	1344	16	4
1	1360	16	4
1	1376	16	4
1	1392	16	4
1	1408	16	4
1	1424	16	4
1	1440	16	4
1	1456	16	4
1	1472	16	4
1	1488	16	4
1	1504	16	4
1	1520	16	4
1	1024	32	4
1	1040	32	4
1	1056	32	4
1	1072	32	4
1	1088	32	4
1	1104	32	4
1	1120	32	4
1	1136	32	4
1	1152	32	4
1	1168	32	4
1	1184	32	4
1	1200	32	4
1	1216	32	4
1	1232	32	4
1	1248	32	4
1	1264	32	4
1	1280	32	4
1	1296	32	4
1	1312	32	4
1	1328	32	4
1	1344	32	4
1	1360	32	4
1	1376	32	4
1	1392	32	4
1	1408	32	4
1	1424	32	4
1	1440	32	4
1	1456	32	4
1	1472	32	4
1	1488	32	4
1	1504	32	4
1	1520	32	4
1	1022	48	4
1	1040	48	4
1	1056	48	4
1	1072	48	4
1	1088	48	4
1	1104	48	4
1	1120	48	4
1	1408	48	4
1	1424	48	4
1	1440	48	4
1	1456	48	4
1	1472	48	4
1	1488	48	4
1	1504	48	4
1	1520	48	4
1	1020	64	4
1	1040	64	4
1	1056	64	4
1	1072	64	4
1	1088	64	4
1	1104	64	4
1	1120	64	4
1	1424	64	4
1	1440	64	4
1	1456	64	4
1	1472	64	4
1	1488	64	4
1	1504	64	4
1	1520	64	4
#1	1024	80	4
1	1440	80	4
1	1456	80	4
1	1472	80	4
1	1488	80	4
1	1504	80	4
1	1520	80	4
1	1024	96	4
1	1154	96	4
1	1184	96	4
1	1200	96	4
1	1216	96	4
1	1232	96	4
1	1248	96	4
1	1264	96	4
1	1280	96	4
1	1296	96	4
1	1312	96	4
1	1328	96	4
1	1344	96	4
1	1360	96	4
1	1456	96	4
1	1472	96	4
1	1488	96	4
1	1504	96	4
1	1520	96	4
1	1024	112	4
1	1184	112	4
1	1200	112	4
1	1216	112	4
1	1232	112	4
1	1248	112	4
1	1264	112	4
1	1280	112	4
1	1296	112	4
1	1312	112	4
1	1328	112	4
1	1344	112	4
1	1360	112	4
1	1520	112	4
1	1024	128	4
1	1248	128	4
1	1264	128	4
1	1280	128	4
1	1296	128	4
1	1520	128	4
1	1024	144	4
1	1200	148	4
1	1214	148	4
1	1248	144	4
1	1264	144	4
1	1280	144	4
1	1296	144	4
1	1330	148	4
1	1344	148	4
1	1520	144	4
1	1024	160	4
1	1200	160	4
1	1214	160	4
1	1248	160	4
1	1264	160	4
1	1280	160	4
1	1296	160	4
1	1330	160	4
1	1344	160	4
1	1520	160	4
1	1024	176	4
1	1040	176	4
1	1056	176	4
1	1072	176	4
1	1088	176	4
1	1104	176	4
1	1120	176	4
1	1136	176	4
1	1152	176	4
1	1168	176	4
1	1184	176	4
1	1200	176	4
1	1214	176	4
1	1248	176	4
1	1264	176	4
1	1280	176	4
1	1296	176	4
1	1330	176	4
1	1344	176	4
1	1360	176	4
1	1376	176	4
1	1392	176	4
1	1408	176	4
1	1424	176	4
1	1440	176	4
1	1456	176	4
1	1472	176	4
1	1488	176	4
1	1504	176	4
1	1520	176	4
1	1024	192	4
1	1040	192	4
1	1056	192	4
1	1072	192	4
1	1088	192	4
1	1104	192	4
1	1120	192	4
1	1136	192	4
1	1152	192	4
1	1168	192	4
1	1184	192	4
1	1200	192	4
1	1214	192	4
1	1248	192	4
1	1264	192	4
1	1280	192	4
1	1296	192	4
1	1330	192	4
1	1344	192	4
1	1360	192	4
1	1376	192	4
1	1392	192	4
1	1408	192	4
1	1424	192	4
1	1440	192	4
1	1456	192	4
1	1472	192	4
1	1488	192	4
1	1504	192	4
1	1520	192	4
1	-2	464	4
1	16	464	4
1	32	464	4
1	48	464	4
1	64	464	4
1	80	464	4
1	96	464	4
1	112	464	4
1	128	464	4
1	144	464	4
1	160	464	4
1	176	464	4
1	192	464	4

1	-2	480	4
1	16	480	4
1	32	480	4
1	48	480	4
1	64	480	4

1	-2	496	4
1	16	496	4
1	32	496	4
1	48	496	4

1	112	496	4
1	128	496	4
1	144	496	4
1	160	496	4
1	176	496	4
1	192	496	4

1	-2	512	4

1	-2	528	4
1	32	532	4


1	240	528	4

1	-2	544	4
1	32	544	4

1	240	544	4

1	-2	560	4
1	32	560	4

1	240	560	4

1	-2	576	4
1	32	576	4

1	240	576	4

1	-2	592	4
1	32	592	4

1	240	592	4

1	-2	608	4
1	32	608	4

1	240	608	4

1	-2	624	4
1	32	624	4

1	240	624	4

1	-2	640	4
1	32	640	4

1	240	640	4

1	-2	656	4
1	32	656	4
1	48	656	4
1	64	656	4
1	80	656	4
1	96	656	4
1	112	656	4
1	128	656	4
1	144	656	4

1	240	656	4

1	-2	672	4

1	240	672	4

1	-2	692	4
1	16	692	4
1	32	692	4
1	48	692	4
1	64	692	4
1	80	692	4

1	160	688	4
1	176	688	4
1	192	688	4
1	208	688	4
1	224	688	4
1	240	688	4
1	256	688	4
1	272	688	4
1	288	688	4
1	304	688	4
1	320	688	4

1	-2	704	4

1	-2	720	4
1	240	724	4

1	-2	736	4
1	240	736	4

1	-2	752	4
1	240	752	4

1	-2	768	4
1	16	768	4
1	32	768	4
1	48	768	4
1	64	768	4
1	80	768	4
1	96	768	4
1	112	768	4
1	128	768	4
1	144	768	4
1	160	768	4
1	176	768	4
1	192	768	4
1	208	768	4
1	224	768	4
1	240	768	4

1	-2	784	4
1	16	784	4
1	32	784	4
1	48	784	4
1	64	784	4
1	80	784	4
1	96	784	4
1	112	784	4
1	128	784	4
1	144	784	4
1	160	784	4
1	176	784	4
1	192	784	4
1	208	784	4
1	224	784	4
1	240	784	4

1	304	784	4
1	320	784	4
1	336	784	4
1	352	784	4
1	368	784	4

1	-2	800	4
1	368	800	4

1	-2	800	4
1	368	800	4
1	0	816	4
1	368	816	4

1	-2	832	4
1	224	832	4
1	368	832	4

1	-2	848	4
1	176	848	4
1	368	848	4

1	-2	864	4
1	128	864	4
1	368	864	4

1	-2	880	4
1	80	880	4
1	368	880	4

1	-2	896	4
1	32	896	4
1	368	896	4

1	-2	912	4
1	368	912	4
1	0	928	4
1	368	928	4
1	0	944	4
1	368	944	4

1	-2	960	4
1	16	960	4
1	32	960	4
1	48	960	4
1	64	960	4
1	80	960	4
1	96	960	4
1	112	960	4
1	128	960	4
1	144	960	4
1	160	960	4
1	176	960	4
1	192	960	4
1	208	960	4
1	224	960	4
1	240	960	4
1	256	960	4
1	272	960	4
1	288	960	4
1	304	960	4
1	320	960	4
1	336	960	4
1	352	960	4
1	368	960	4

1	1296	432	4
1	1280	432	4
1	1264	432	4
1	1248	432	4


1	1024	208	4
1	1040	208	4
1	1056	208	4
1	1072	208	4
1	1088	208	4
1	1104	208	4
1	1120	208	4
1	1136	208	4
1	1152	208	4
1	1168	208	4
1	1184	208	4
1	1200	208	4
1	1216	208	4
1	1232	208	4
1	1248	208	4
1	1264	208	4
1	1280	208	4
1	1296	208	4
1	1312	208	4
1	1328	208	4
1	1344	208	4
1	1360	208	4
1	1376	208	4
1	1392	208	4
1	1408	208	4
1	1424	208	4
1	1440	208	4
1	1456	208	4
1	1472	208	4
1	1488	208	4
1	1504	208	4
1	1520	208	4

#boat
19	496	224	3001


#Blackenemy
2	1153	114	30001
4	1205	90	3


#bullet
25	900	320	71
25	980	320	71
25	1060	320	71
25	1140	320	71
25	1220	320	71
25	1300	320	71
25	1380	320	71
25	1460	320	71
25	1540	320	71


#star
21	150	200	90

#tele
24	1300	432	4	1314	172
24	1312	190	4	1328	434
24	1244	432	4	1231	172
24	1232	190	4	1214	434

#=====Đại bác
72	700	520	103


#Pipe
23	15	672	4	16	144


# Gimmick
#0	482	278	1
#0	1789	300	1
#0	1100	460	1
#0	760	540	1
#0	135	540	1
#0	112	710	1
0	1232	90	1

