701	70100	100	70101	100

#cá đỏ
#walk left
702	70200	100	70201	100	70202	100
#walk right
703	70203	100	70204	100	70205	100

#cá đen
#walk left
704	70300	100	70301	100	70302	100
#walk right
705	70303	100	70304	100	70305	100

#cá vàng
#walk left
706	70400	100	70401	100	70402	100
#walk right
707	70403	100	70404	100	70405	100

#====Banh-xe-lon
#banh-xe-quay-1
800	80000	100	80004	100	80008	100	80012	100
#banh-xe-quay-2
801	80001	100	80005	100	80009	100	80013	100
#banh-xe-quay-3
802	80002	100	80006	100	80010	100	80014	100
#banh-xe-quay-4
803	80003	100	80007	100	80011	100	80015	100
#====Banh-xe-nho
804	80016	100	80017	100	80018	100	80019	100

#===Tia-set
810	80100	100	80101	100	80102	100	80103	100
811	80104	100
#=====pink Worm
#walk left
850	80502	100	80503	100
#walk right
851	80500	100	80501	100

#=====more-enemy
#bomb
860	80600	100	80601	100	80602	100	80603	100
861	80600	30	80601	30	80602	30	80603	30	80600	30	80601	30	80602	30	80603	30	80604	100
#bomb-no
865	80605	200	80606	200	80607	200	80608	200	80609	200
#gun
#gun-green
862	80610	100
#gun-red
863	80611	100

#=======cai long
#close
870	80700	100
#slide-right
871	80700	100	80701	100	80702	100	80703	100
#opening
872	80700	100	80704	100	80705	100
#open
873	80705	100

#
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# GimMick
#idle (l,r), walk (l,r), jump (l,r), colision (l,r)
1	101	100	103	102	104	105	106	107
#pink Worm
#walk (l,r)
2	850	851
#black electric enemy
#walk(l,r), sit(l,r)
6	500	502	501	503
#black enemy
#walk (r,l), jump(r,l), fly(r,l), die
3	300	301	302	303	304	305	306

#=====BOSS
#attack, walk-right, be attack
5	880	881	882
#=====Boss-râu
55	883

#brick
4	400
401	401
402	402
403	403
404	404
405	405
406	406
407	407
408	408

# Fronted Brick
451	451
452	452
453	453
454	454
455	455

#bomb
7	860	861	865
#gun
8	862	863

#====Banh-xe-lon
#Banh-xe-1
10	800
#Banh-xe-2
11	801
#Banh-xe-3
12	802
#banh-xe-4
13	803

#====Banh-xe-nho
14	804

#==Tia-set
#dinh
15	810
#duoi
16	811


#Cau-treo
25	870	871	872	873

#Window
26	830	831

#=======PHUC=============
#medicine
#pink medicine
60	600
#orange medicine
61	601
#pink-bomb medicine
62	602
#black-bomb medicine
63	603

#Slide
#slide-right
64	610
#slide-left
65	611

#==========KHOA============
#flower
70	700

#bomb
71	701	865

#cá đỏ
#walk (l,r)
72	702	703

#cá đen
#walk (l,r)
73	704	705
#cá vàng
#walk (l,r)
74	706	707
#star
90	200	201	865


[OBJECTS]


1	462	384	4
1	462	368	4
1	462	352	4
1	497	384	4
1	497	368	4
1	497	352	4
1	497	336	4
1	497	320	4
1	497	304	4
1	448	303	4
1	464	303	4
1	480	303	4
1	449	352	4
1	288	368	4
1	304	368	4
1	320	368	4
1	336	368	4
1	352	368	4
1	368	368	4
1	384	368	4
1	400	368	4
1	416	368	4
1	432	368	4
1	256	352	4
1	256	336	4
1	256	320	4
1	272	352	4
1	272	336	4
1	272	320	4
1	160	368	4
1	176	368	4
1	191	368	4
1	208	368	4
1	223	368	4
1	240	368	4
1	112	352	4
1	112	336	4
1	128	352	4
1	128	336	4
1	144	352	4
1	144	336	4
1	32	368	4
1	48	368	4
1	64	368	4
1	80	368	4
1	96	368	4
1	14	368	4
1	14	352	4
1	14	336	4
1	14	320	4
1	14	304	4
1	14	288	4
1	14	272	4
1	14	256	4
1	14	240	4
1	14	224	4
1	14	208	4
1	14	192	4
1	14	176	4
1	14	160	4
1	14	144	4
1	14	128	4
1	-2	128	4
1	-2	112	4
1	-2	96	4
1	-2	80	4
1	49	319	4
1	353	255	4
1	369	255	4
1	385	255	4
1	288	255	4
1	304	255	4
1	177	223	4
1	191	223	4
1	227	223	4
1	241	223	4
1	50	271	4
1	65	271	4
1	50	255	4
1	50	239	4
1	50	223	4
1	50	207	4
1	50	191	4
1	50	175	4
1	50	159	4
1	50	143	4
1	50	127	4
1	16	79	4
1	80	31	4
1	129	64	4
1	129	48	4
1	129	32	4
1	129	16	4
1	177	31	4
1	224	64	4
1	240	64	4
1	288	96	4
1	304	96	4
1	64	160	4
1	64	144	4
1	64	128	4
1	128	160	4
1	128	144	4
1	128	128	4
1	144	160	4
1	144	144	4
1	144	128	4
1	544	160	4
1	544	144	4
1	560	160	4
1	560	144	4
1	80	176	4
1	96	176	4
1	112	176	4
1	128	176	4
1	144	176	4
1	160	176	4
1	176	176	4
1	192	176	4
1	208	176	4
1	224	176	4
1	240	176	4
1	256	176	4
1	272	176	4
1	288	176	4
1	304	176	4
1	320	176	4
1	336	176	4
1	352	176	4
1	368	176	4
1	384	176	4
1	400	176	4
1	416	176	4
1	432	176	4
1	448	176	4
1	464	176	4
1	480	176	4
1	496	176	4
1	512	176	4
1	528	176	4
1	544	176	4
1	560	176	4
1	576	176	4
1	592	176	4
1	608	176	4
1	624	176	4
1	640	176	4
1	656	176	4
1	672	176	4
1	688	176	4
1	224	128	4
1	240	128	4
1	256	128	4
1	448	96	4
1	464	96	4
1	480	96	4
1	640	96	4
1	656	96	4
1	672	96	4
1	448	32	4
1	464	32	4
1	480	32	4
1	494	32	4
1	560	64	4
1	622	32	4
1	640	32	4
1	656	32	4
1	704	160	4
1	704	144	4
1	704	128	4
1	704	112	4
1	720	112	4
1	736	112	4
1	752	112	4
1	734	64	4
1	750	64	4
1	734	64	4
1	750	64	4
1	766	64	4
1	782	64	4
1	798	64	4
1	814	64	4
1	830	64	4
1	846	64	4
1	862	64	4
1	878	64	4
1	894	64	4
1	910	64	4
1	926	64	4
1	942	64	4
1	958	64	4
1	974	64	4
1	990	64	4
1	1006	64	4
1	1022	64	4
1	1038	64	4
1	1054	64	4
1	1070	64	4
1	1086	64	4
1	1102	64	4
1	1118	64	4
1	1134	64	4
1	1150	64	4
1	1166	64	4
1	1182	64	4
1	1198	64	4
1	1214	64	4
1	1230	64	4
1	1246	64	4
1	1262	64	4
1	1278	64	4
1	1294	64	4
1	1310	64	4
1	766	112	4
1	782	112	4
1	798	112	4
1	814	112	4
1	830	112	4
1	846	112	4
1	862	112	4
1	878	112	4
1	894	112	4
1	910	112	4
1	926	112	4
1	942	112	4
1	958	112	4
1	974	112	4
1	990	112	4
1	1006	112	4
1	1022	112	4
1	1038	112	4
1	1054	112	4
1	1070	112	4
1	1086	112	4
1	1102	112	4
1	1118	112	4
1	1134	112	4
1	1150	112	4
1	1166	112	4
1	1182	112	4
1	1198	112	4
1	1214	112	4
1	1230	112	4
1	1246	112	4
1	1262	112	4
1	1278	112	4
1	1294	112	4
1	1310	112	4
1	1312	64	4
1	1312	112	4
1	1312	48	4
1	1312	29	4
1	1328	29	4
1	1456	29	4
1	1472	29	4
1	1488	29	4
1	1506	29	4
1	1472	66	4
1	1486	66	4
1	1472	80	4
1	1472	96	4
1	1472	112	4
1	1472	128	4
1	1486	224	4
1	1486	208	4
1	1486	192	4
1	1486	176	4
1	1486	160	4
1	1486	144	4
1	1486	128	4
1	1486	112	4
1	1486	96	4
1	1486	80	4
1	1522	256	4
1	1522	240	4
1	1522	224	4
1	1522	208	4
1	1522	192	4
1	1522	176	4
1	1522	160	4
1	1522	144	4
1	1522	128	4
1	1522	112	4
1	1522	96	4
1	1522	80	4
1	1522	64	4
1	1522	48	4
1	1522	32	4
1	1440	260	4
1	1456	260	4
1	1472	260	4
1	1488	260	4
1	1504	260	4
1	1426	224	4
1	1440	224	4
1	1456	224	4
1	1472	224	4
1	1486	224	4
1	1344	224	4
1	1360	224	4
1	1376	224	4
1	1390	224	4
1	1344	272	4
1	1360	272	4
1	1278	576	4
1	1278	560	4
1	1278	544	4
1	1278	528	4
1	1278	512	4
1	1278	496	4
1	1278	480	4
1	1278	464	4
1	1278	448	4
1	1278	432	4
1	1278	416	4
1	1278	400	4
1	1278	384	4
1	1278	368	4
1	1278	352	4
1	1278	336	4
1	1278	320	4
1	1278	304	4
1	1278	288	4
1	1278	272	4
1	1278	256	4
1	1278	240	4
1	1278	224	4
1	1278	208	4
1	1295	320	4
1	1311	320	4
1	1295	304	4
1	1311	304	4
1	1295	192	4
1	1311	192	4
1	1327	192	4
1	1343	192	4
1	1359	192	4
1	1375	192	4
1	1391	192	4
1	1407	192	4
1	1423	208	4
1	1487	304	4
1	1486	416	4
1	1486	400	4
1	1486	384	4
1	1486	368	4
1	1504	352	4
1	1504	336	4
1	1504	320	4
1	1504	304	4
1	1313	398	4
1	1329	398	4
1	1345	398	4
1	1313	384	4
1	1313	368	4
1	1329	368	4
1	1345	368	4
1	1345	384	4
1	1313	435	4
1	1326	435	4
1	1297	435	4
1	1312	128	4
1	1312	144	4
1	1312	160	4
1	1312	176	4
1	1521	576	4
1	1521	560	4
1	1521	544	4
1	1521	528	4
1	1521	512	4
1	1521	496	4
1	1521	480	4
1	1521	464	4
1	1521	448	4
1	1521	432	4
1	1521	416	4
1	1521	400	4
1	1521	384	4
1	1504	384	4
1	1362	448	4
1	1392	416	4
1	1440	416	4
1	1296	464	4
1	1312	464	4
1	1326	464	4
1	1326	448	4
1	1392	528	4
1	1408	528	4
1	1296	576	4
1	1312	576	4
1	1328	576	4
1	1344	576	4
1	1360	576	4
1	1376	576	4
1	1392	576	4
1	1408	576	4
1	1424	576	4
1	1440	576	4
1	1456	576	4
1	1456	496	4
1	1472	496	4
1	1488	496	4
1	1504	496	4
1	1472	532	4
1	1472	544	4
1	1472	560	4
1	1484	532	4
1	1484	544	4
1	1484	560	4
1	1484	576	4

1	1362	498	4
1	1376	498	4
1	1392	498	4
1	1408	498	4

1	1424	482	4
1	1440	482	4
1	1456	482	4
1	1472	482	4
1	1488	482	4
1	1504	482	4



#Banh-xe-lon-1
49	80	336	10
49	96	336	11
49	80	320	12
49	96	320	13
#Banh-xe-lon-2
49	304	272	10
49	320	272	11
49	320	256	13
#Banh-xe-lon-3
49	80	128	10
49	96	128	11
49	80	112	12
49	96	112	13
#Banh-xe-lon-4
49	128	80	10
49	144	80	11
49	144	64	13
#Banh-xe-lon-5
49	224	96	10
49	224	80	12
#Banh-xe-lon-6
49	480	64	11
49	480	48	13
#Banh-xe-lon-7
49	608	96	10
49	624	96	11
49	608	80	12
49	624	80	13
#Banh-xe-lon-8
49	640	48	10
#Banh-xe-lon-9
49	1328	48	11
#Banh-xe-lon-10
49	1440	95	10
49	1456	95	11
49	1440	79	12
49	1456	79	13
#Banh-xe-lon-11
49	1376	288	11
49	1376	272	13
#Banh-xe-lon-12
49	1312	336	10
49	1328	336	11
49	1328	320	13
#Banh-xe-lon-13
49	1488	320	10
#Banh-xe-lon-14
49	1296	496	11
49	1296	480	13
#Banh-xe-lon-15
49	1312	528	10
49	1328	528	11
49	1312	512	12
49	1328	512	13

#Banh-xe-nho-1
49	112	304	14
#Banh-xe-nho-2
49	288	288	14
#Banh-xe-nho-3
49	368	304	14
#Banh-xe-nho-4
49	168	96	14
#Banh-xe-nho-5
49	512	80	14
#Banh-xe-nho-6
49	688	96	14
#Banh-xe-nho-7
49	1424	111	14
#Banh-xe-nho-8
49	1328	240	14

#Tia-set-1
49	208	224	15
49	208	208	16
#Tia-set-2
49	320	224	15
49	336	224	15
49	320	206	16
49	336	206	16
#Tia-set-3
49	96	32	15
49	112	32	15
49	96	16	16
49	112	16	16
#Tia-set-4
49	144	32	15
49	160	32	15
49	144	16	16
49	160	16	16
#Tia-set-5
49	512	32	15
49	512	16	16
#Tia-set-6
49	608	32	15
49	608	16	16
#Tia-set-7
49	1344	32	15
49	1360	32	15
49	1376	32	15
49	1392	32	15
49	1408	32	15
49	1426	32	15
49	1442	32	15
49	1344	16	16
49	1360	16	16
49	1376	16	16
49	1392	16	16
49	1408	16	16
49	1426	16	16
49	1442	16	16
#Tia-set-8
49	1296	224	15
49	1312	224	15
49	1328	224	15
49	1296	208	16
49	1312	208	16
49	1328	208	16

49	1408	224	15
49	1408	208	16
#Tia-set-9
49	1504	416	15
49	1504	400	16

#rocket
10	352	352	7
10	304	352	7

10	328	160	7
10	364	160	7
10	400	160	7
10	434	160	7

10	496	160	7
10	528	160	7


#Incline
22	400	257	4	1	1
22	401	258	4	1	1
22	402	259	4	1	1
22	403	260	4	1	1
22	404	261	4	1	1
22	405	262	4	1	1
22	406	263	4	1	1
22	407	264	4	1	1
22	408	265	4	1	1
22	409	266	4	1	1
22	410	267	4	1	1
22	411	268	4	1	1
22	412	269	4	1	1
22	413	270	4	1	1
22	414	271	4	1	1
22	415	272	4	1	1
22	416	273	4	1	1
22	417	274	4	1	1
22	418	275	4	1	1
22	419	276	4	1	1
22	420	277	4	1	1
22	421	278	4	1	1
22	422	279	4	1	1
22	423	280	4	1	1
22	424	281	4	1	1
22	425	282	4	1	1
22	426	283	4	1	1
22	427	284	4	1	1
22	428	285	4	1	1
22	429	286	4	1	1
22	430	287	4	1	1
22	431	288	4	1	1
22	432	289	4	1	1
22	433	290	4	1	1
22	434	291	4	1	1
22	435	292	4	1	1
22	436	293	4	1	1
22	437	294	4	1	1
22	438	295	4	1	1
22	439	296	4	1	1
22	440	297	4	1	1
22	441	298	4	1	1
22	442	299	4	1	1
22	443	300	4	1	1
22	444	301	4	1	1
22	445	302	4	1	1
22	446	303	4	1	1
#22	447	304	4	1	1

22	256	225	4	1	1
22	257	226	4	1	1
22	258	227	4	1	1
22	259	228	4	1	1
22	260	229	4	1	1
22	261	230	4	1	1
22	262	231	4	1	1
22	263	232	4	1	1
22	264	233	4	1	1
22	265	234	4	1	1
22	266	235	4	1	1
22	267	236	4	1	1
22	268	237	4	1	1
22	269	238	4	1	1
22	270	239	4	1	1
22	271	240	4	1	1
22	272	241	4	1	1
22	273	242	4	1	1
22	274	243	4	1	1
22	275	244	4	1	1
22	276	245	4	1	1
22	277	246	4	1	1
22	278	247	4	1	1
22	279	248	4	1	1
22	280	249	4	1	1
22	281	250	4	1	1
22	282	251	4	1	1
22	283	252	4	1	1
22	284	253	4	1	1
22	285	254	4	1	1
22	286	255	4	1	1
#22	287	256	4	1	1

22	80	272	4	-1	2
22	82	271	4	-1	2
22	84	270	4	-1	2
22	86	269	4	-1	2
22	88	268	4	-1	2
22	90	267	4	-1	2
22	92	266	4	-1	2
22	94	265	4	-1	2
22	96	264	4	-1	2
22	98	263	4	-1	2
22	100	262	4	-1	2
22	102	261	4	-1	2
22	104	260	4	-1	2
22	106	259	4	-1	2
22	108	258	4	-1	2
22	110	257	4	-1	2
22	112	256	4	-1	2
22	114	255	4	-1	2
22	116	254	4	-1	2
22	118	253	4	-1	2
22	120	252	4	-1	2
22	122	251	4	-1	2
22	124	250	4	-1	2
22	126	249	4	-1	2
22	128	248	4	-1	2
22	130	247	4	-1	2
22	132	246	4	-1	2
22	134	245	4	-1	2
22	136	244	4	-1	2
22	138	243	4	-1	2
22	140	242	4	-1	2
22	142	241	4	-1	2
22	144	240	4	-1	2
22	146	239	4	-1	2
22	148	238	4	-1	2
22	150	237	4	-1	2
22	152	236	4	-1	2
22	154	235	4	-1	2
22	156	234	4	-1	2
22	158	233	4	-1	2
22	160	232	4	-1	2
22	162	231	4	-1	2
22	164	230	4	-1	2
22	166	229	4	-1	2
22	168	228	4	-1	2
22	170	227	4	-1	2
22	172	226	4	-1	2
22	174	225	4	-1	2
22	176	224	4	-1	2



22	32	80	4	-1	1
22	33	79	4	-1	1
22	34	78	4	-1	1
22	35	77	4	-1	1
22	36	76	4	-1	1
22	37	75	4	-1	1
22	38	74	4	-1	1
22	39	73	4	-1	1
22	40	72	4	-1	1
22	41	71	4	-1	1
22	42	70	4	-1	1
22	43	69	4	-1	1
22	44	68	4	-1	1
22	45	67	4	-1	1
22	46	66	4	-1	1
22	47	65	4	-1	1
22	48	64	4	-1	1
22	49	63	4	-1	1
22	50	62	4	-1	1
22	51	61	4	-1	1
22	52	60	4	-1	1
22	53	59	4	-1	1
22	54	58	4	-1	1
22	55	57	4	-1	1
22	56	56	4	-1	1
22	57	55	4	-1	1
22	58	54	4	-1	1
22	59	53	4	-1	1
22	60	52	4	-1	1
22	61	51	4	-1	1
22	62	50	4	-1	1
22	63	49	4	-1	1
22	64	48	4	-1	1
22	65	47	4	-1	1
22	66	46	4	-1	1
22	67	45	4	-1	1
22	68	44	4	-1	1
22	69	43	4	-1	1
22	70	42	4	-1	1
22	71	41	4	-1	1
22	72	40	4	-1	1
22	73	39	4	-1	1
22	74	38	4	-1	1
22	75	37	4	-1	1
22	76	36	4	-1	1
22	77	35	4	-1	1
22	78	34	4	-1	1
22	79	33	4	-1	1

22	192	33	4	1	1
22	193	34	4	1	1
22	194	35	4	1	1
22	195	36	4	1	1
22	196	37	4	1	1
22	197	38	4	1	1
22	198	39	4	1	1
22	199	40	4	1	1
22	200	41	4	1	1
22	201	42	4	1	1
22	202	43	4	1	1
22	203	44	4	1	1
22	204	45	4	1	1
22	205	46	4	1	1
22	206	47	4	1	1
22	207	48	4	1	1
22	208	49	4	1	1
22	209	50	4	1	1
22	210	51	4	1	1
22	211	52	4	1	1
22	212	53	4	1	1
22	213	54	4	1	1
22	214	55	4	1	1
22	215	56	4	1	1
22	216	57	4	1	1
22	217	58	4	1	1
22	218	59	4	1	1
22	219	60	4	1	1
22	220	61	4	1	1
22	221	62	4	1	1
22	222	63	4	1	1
22	223	64	4	1	1

22	256	65	4	1	1
22	257	66	4	1	1
22	258	67	4	1	1
22	259	68	4	1	1
22	260	69	4	1	1
22	261	70	4	1	1
22	262	71	4	1	1
22	263	72	4	1	1
22	264	73	4	1	1
22	265	74	4	1	1
22	266	75	4	1	1
22	267	76	4	1	1
22	268	77	4	1	1
22	269	78	4	1	1
22	270	79	4	1	1
22	271	80	4	1	1
22	272	81	4	1	1
22	273	82	4	1	1
22	274	83	4	1	1
22	275	84	4	1	1
22	276	85	4	1	1
22	277	86	4	1	1
22	278	87	4	1	1
22	279	88	4	1	1
22	280	89	4	1	1
22	281	90	4	1	1
22	282	91	4	1	1
22	283	92	4	1	1
22	284	93	4	1	1
22	285	94	4	1	1
22	286	95	4	1	1
22	287	96	4	1	1

22	320	96	4	-1	2
22	322	95	4	-1	2
22	324	94	4	-1	2
22	326	93	4	-1	2
22	328	92	4	-1	2
22	330	91	4	-1	2
22	332	90	4	-1	2
22	334	89	4	-1	2
22	336	88	4	-1	2
22	338	87	4	-1	2
22	340	86	4	-1	2
22	342	85	4	-1	2
22	344	84	4	-1	2
22	346	83	4	-1	2
22	348	82	4	-1	2
22	350	81	4	-1	2
22	352	80	4	-1	2
22	354	79	4	-1	2
22	356	78	4	-1	2
22	358	77	4	-1	2
22	360	76	4	-1	2
22	362	75	4	-1	2
22	364	74	4	-1	2
22	366	73	4	-1	2
22	368	72	4	-1	2
22	370	71	4	-1	2
22	372	70	4	-1	2
22	374	69	4	-1	2
22	376	68	4	-1	2
22	378	67	4	-1	2
22	380	66	4	-1	2
22	382	65	4	-1	2
22	384	64	4	-1	2
22	386	63	4	-1	2
22	388	62	4	-1	2
22	390	61	4	-1	2
22	392	60	4	-1	2
22	394	59	4	-1	2
